证券代码,证券简称,基金成立日
010915.OF,长盛成长精选C,2021-03-22
010922.OF,朱雀匠心一年持有,2020-12-21
010925.OF,兴银科技增长1个月滚动持有A,2021-02-18
010926.OF,兴银科技增长1个月滚动持有C,2021-02-18
010929.OF,大成核心价值甄选A,2021-03-15
010930.OF,大成核心价值甄选C,2021-03-15
010936.OF,交银均衡成长一年持有A,2021-02-01
010937.OF,交银均衡成长一年持有C,2021-02-01
010944.OF,招商商业模式优选A,2021-03-26
010945.OF,招商商业模式优选C,2021-03-26
010947.OF,中欧嘉选A,2021-03-10
010948.OF,中欧嘉选C,2021-03-10
010949.OF,景顺长城研究驱动三年持有,2022-04-07
010951.OF,中金成长精选A,2021-03-22
010952.OF,中金成长精选C,2021-03-22
010962.OF,中银鑫新消费成长C,2021-09-06
010963.OF,信澳周期动力A,2020-12-30
010965.OF,中银鑫新消费成长A,2021-09-06
010966.OF,富国成长领航,2021-01-25
010967.OF,博道嘉丰A,2021-02-01
010968.OF,博道嘉丰C,2021-02-01
010969.OF,华夏安阳6个月持有A,2021-03-30
010970.OF,华夏安阳6个月持有C,2021-03-30
010977.OF,华夏鸿阳6个月持有A,2021-06-01
010978.OF,华夏鸿阳6个月持有C,2021-06-01
010987.OF,中融鑫锐研究精选一年持有A,2021-04-29
010988.OF,中融鑫锐研究精选一年持有C,2021-04-29
010994.OF,博时创新经济A,2021-01-12
010995.OF,博时创新经济C,2021-01-12
010996.OF,招商品质升级A,2021-03-05
010997.OF,招商品质升级C,2021-03-05
011001.OF,中邮兴荣价值一年持有,2022-01-28
011002.OF,同泰大健康主题A,2021-04-08
011003.OF,同泰大健康主题C,2021-04-08
011006.OF,工银圆丰三年持有,2021-01-13
011011.OF,融通产业趋势精选,2021-03-16
011021.OF,汇添富互联网核心资产六个月持有A,2021-01-25
011022.OF,汇添富互联网核心资产六个月持有C,2021-01-25
011037.OF,富国长期成长A,2021-07-06
011046.OF,富国优质企业A,2021-03-18
011047.OF,富国优质企业C,2021-03-18
011058.OF,景顺长城成长龙头一年持有A,2021-02-05
011059.OF,景顺长城成长龙头一年持有C,2021-02-05
011060.OF,西部利得策略优选C,2020-12-25
011068.OF,华宝资源优选C,2020-12-23
011069.OF,工银成长精选A,2021-03-25
011070.OF,工银成长精选C,2021-03-25
011078.OF,诺德品质消费6个月持有,2021-02-10
011081.OF,国投瑞银港股通价值发现C,2020-12-29
011097.OF,达诚宜创精选A,2021-01-26
011098.OF,达诚宜创精选C,2021-01-26
011099.OF,富国价值创造A,2021-01-13
011100.OF,富国价值创造C,2021-01-13
011111.OF,华泰柏瑞行业严选A,2021-06-16
011112.OF,华泰柏瑞行业严选C,2021-06-16
011113.OF,富国军工主题C,2020-12-28
011117.OF,富国沪港深业绩驱动C,2020-12-29
011120.OF,富国创新科技C,2020-12-28
011121.OF,广发兴诚A,2021-01-06
011124.OF,富国金融地产行业C,2020-12-29
011128.OF,华安精致生活A,2021-03-09
011129.OF,华安精致生活C,2021-03-09
011130.OF,广发兴诚C,2021-01-06
011134.OF,广发价值优选A,2021-03-22
011135.OF,广发价值优选C,2021-03-22
011136.OF,广发盛兴A,2021-02-02
011137.OF,广发盛兴C,2021-02-02
011138.OF,广发聚鸿六个月持有A,2021-02-08
011139.OF,广发聚鸿六个月持有C,2021-02-08
011140.OF,广发聚鸿六个月持有E,2021-02-08
011144.OF,华安汇宏精选A,2021-03-26
011145.OF,华安汇宏精选C,2021-03-26
011151.OF,富国医疗保健行业C,2020-12-28
011152.OF,国富兴海回报,2021-03-30
011153.OF,华宝新兴消费A,2021-03-18
011154.OF,华宝新兴消费C,2021-03-18
011155.OF,金鹰责任投资A,2021-03-16
011156.OF,金鹰责任投资C,2021-03-16
011157.OF,弘毅远方港股通智选领航A,2021-02-08
011158.OF,弘毅远方港股通智选领航C,2021-02-08
011159.OF,大成中小盘C,2021-01-26
011160.OF,富国质量成长6个月持有A,2021-03-23
011161.OF,富国质量成长6个月持有C,2021-03-23
011162.OF,博时港股通领先趋势A,2021-02-09
011163.OF,博时港股通领先趋势C,2021-02-09
011164.OF,富国兴远优选12个月持有A,2021-03-02
011165.OF,富国兴远优选12个月持有C,2021-03-02
011167.OF,景顺长城景气成长A,2021-06-15
011169.OF,建信臻选,2021-03-02
011170.OF,宝盈智慧生活A,2021-04-20
011171.OF,宝盈智慧生活C,2021-04-20
011173.OF,银华心享一年持有,2021-03-04
011174.OF,中庚价值品质一年持有,2021-01-19
011177.OF,博时汇融回报一年持有A,2021-01-20
011178.OF,博时汇融回报一年持有C,2021-01-20
011181.OF,长盛成长龙头A,2021-04-21
011182.OF,长盛成长龙头C,2021-04-21
011184.OF,东方阿尔法招阳A,2021-03-17
011185.OF,东方阿尔法招阳C,2021-03-17
011186.OF,信澳至诚精选A,2021-03-02
011188.OF,信澳星奕A,2021-01-22
011189.OF,建信智汇优选一年持有,2021-01-26
011194.OF,广发睿铭两年持有A,2021-04-20
011195.OF,广发睿铭两年持有C,2021-04-20
011196.OF,上投摩根优势成长A,2021-05-14
011197.OF,上投摩根优势成长C,2021-05-14
011201.OF,财通优势行业轮动A,2021-02-09
011202.OF,财通优势行业轮动C,2021-02-09
011203.OF,永赢惠添益A,2021-03-16
011204.OF,永赢惠添益C,2021-03-16
011206.OF,创金合信竞争优势A,2021-01-25
011207.OF,创金合信竞争优势C,2021-01-25
011212.OF,富国稳健策略6个月持有A,2021-02-09
011213.OF,富国稳健策略6个月持有C,2021-02-09
011214.OF,招商惠润一年定开A,2021-08-06
011215.OF,招商惠润一年定开C,2021-08-06
011216.OF,南方优质企业A,2021-03-10
011217.OF,南方优质企业C,2021-03-10
011223.OF,信澳星奕C,2021-01-22
011228.OF,西部利得量化成长C,2021-01-13
011238.OF,华安聚恒精选A,2021-03-18
011239.OF,华安聚恒精选C,2021-03-18
011240.OF,东吴行业轮动C,2021-01-21
011241.OF,东吴价值成长C,2021-01-21
011246.OF,嘉实阿尔法优选A,2021-03-16
011247.OF,嘉实阿尔法优选C,2021-03-16
011248.OF,嘉实品质回报,2021-02-04
011251.OF,华安聚嘉精选A,2021-03-19
011252.OF,华安聚嘉精选C,2021-03-19
011259.OF,汇添富高质量成长30C,2021-02-09
011260.OF,金鹰新能源A,2021-03-23
011261.OF,金鹰新能源C,2021-03-23
011264.OF,中欧新趋势X,2021-07-12
011271.OF,汇添富价值成长均衡投资A,2021-02-05
011272.OF,汇添富价值成长均衡投资C,2021-02-05
011273.OF,泰信景气驱动12个月持有A,2021-04-08
011274.OF,泰信景气驱动12个月持有C,2021-04-08
011275.OF,交银成长动力一年持有A,2021-06-11
011276.OF,交银成长动力一年持有C,2021-06-11
011277.OF,上银科技驱动双周定期可赎回A,2021-06-08
011278.OF,华夏内需驱动A,2021-02-09
011279.OF,华夏内需驱动C,2021-02-09
011282.OF,华夏消费龙头A,2021-02-03
011283.OF,华夏消费龙头C,2021-02-03
011284.OF,中信保诚龙腾精选,2021-03-30
011287.OF,前海开源聚慧三年持有,2021-03-09
011288.OF,上银医疗健康A,2021-03-30
011289.OF,上银医疗健康C,2021-03-30
011296.OF,汇添富优势行业一年定开A,2021-04-29
011297.OF,汇添富优势行业一年定开C,2021-04-29
011300.OF,易方达智造优势A,2021-01-26
011301.OF,易方达智造优势C,2021-01-26
011304.OF,工银创新成长A,2021-02-04
011305.OF,工银创新成长C,2021-02-04
011306.OF,富国低碳新经济C,2021-01-18
011308.OF,富国生物医药科技C,2021-01-18
011309.OF,富国消费主题C,2021-01-18
011313.OF,东方红启华三年持有B,2021-07-26
011314.OF,农银汇理创新成长,2021-12-08
011315.OF,永赢港股通优质成长一年持有,2021-05-14
011331.OF,鹏华远见成长A,2021-06-02
011332.OF,鹏华远见成长C,2021-06-02
011333.OF,鹏华品质优选A,2021-02-09
011334.OF,鹏华品质优选C,2021-02-09
011335.OF,银河医药健康A,2021-06-17
011338.OF,兴全合远两年持有A,2021-04-27
011339.OF,兴全合远两年持有C,2021-04-27
011340.OF,博时战略新材料主题A,2021-02-02
011341.OF,博时战略新材料主题C,2021-02-02
011344.OF,景顺长城融景产业机遇一年持有A,2021-07-27
011345.OF,景顺长城融景产业机遇一年持有C,2021-07-27
011346.OF,淳厚鑫淳一年持有,2021-06-01
011355.OF,华泰柏瑞港股通时代机遇A,2021-05-07
011356.OF,华泰柏瑞港股通时代机遇C,2021-05-07
011357.OF,华泰柏瑞品质成长A,2021-03-03
011358.OF,华泰柏瑞品质成长C,2021-03-03
011367.OF,创金合信群力一年定开A,2021-03-09
011368.OF,创金合信群力一年定开C,2021-03-09
011369.OF,华商均衡成长A,2021-04-08
011370.OF,华商均衡成长C,2021-04-08
011371.OF,华商远见价值A,2021-06-16
011372.OF,华商远见价值C,2021-06-16
011383.OF,富安达医药创新,2021-03-09
011389.OF,国都聚成,2021-03-25
011392.OF,平安兴鑫回报一年定开,2021-03-23
011399.OF,汇添富数字未来A,2021-02-24
011400.OF,汇添富数字未来C,2021-02-24
011401.OF,汇添富成长精选A,2021-02-09
011402.OF,汇添富成长精选C,2021-02-09
011403.OF,融通鑫新成长A,2021-10-08
011404.OF,融通鑫新成长C,2021-10-08
011405.OF,银华稳健增长一年持有,2021-02-03
011410.OF,中信建投量化进取A,2021-03-09
011411.OF,中信建投量化进取C,2021-03-09
011412.OF,易方达远见成长C,2021-03-05
011427.OF,广发价值驱动A,2021-09-15
011428.OF,广发价值驱动C,2021-09-15
011429.OF,前海开源民裕进取,2021-03-10
011430.OF,广发估值优势C,2021-01-28
011431.OF,泰达宏利消费服务A,2021-03-16
011432.OF,泰达宏利消费服务C,2021-03-16
011435.OF,中欧研究精选A,2021-03-24
011436.OF,中欧研究精选C,2021-03-24
011446.OF,长江新能源产业A,2021-04-14
011447.OF,长江新能源产业C,2021-04-14
011448.OF,中银证券均衡成长A,2021-03-23
011449.OF,中银证券均衡成长C,2021-03-23
011450.OF,招商企业优选A,2021-04-20
011451.OF,招商企业优选C,2021-04-20
011452.OF,华泰柏瑞质量成长C,2021-02-19
011453.OF,华泰柏瑞医疗健康C,2021-01-27
011454.OF,华泰柏瑞景气优选C,2021-02-19
011455.OF,长城竞争优势六个月持有A,2021-07-13
011456.OF,长城竞争优势六个月持有C,2021-07-13
011458.OF,东方鑫享价值成长一年持有A,2021-05-19
011459.OF,东方鑫享价值成长一年持有C,2021-05-19
011460.OF,鹏华创新成长A,2021-03-09
011461.OF,鹏华创新成长C,2021-03-09
011462.OF,东吴兴享成长C,2021-02-10
011466.OF,兴业医疗保健A,2021-03-08
011467.OF,兴业医疗保健C,2021-03-08
011468.OF,国富竞争优势三年持有A,2021-05-14
011469.OF,国富竞争优势三年持有C,2021-05-14
011471.OF,鹏华致远成长A,2021-03-18
011472.OF,鹏华致远成长C,2021-03-18
011474.OF,工银信息产业C,2021-02-05
011475.OF,工银消费服务C,2021-02-09
011479.OF,广发诚享A,2021-02-08
011480.OF,广发诚享C,2021-02-08
011481.OF,广发瑞锦一年定开,2021-09-15
011486.OF,博时创新精选A,2021-03-09
011487.OF,博时创新精选C,2021-03-09
011488.OF,申万菱信乐享,2021-03-24
011500.OF,九泰量化新兴产业,2021-04-28
011503.OF,建信智能生活,2021-03-26
011518.OF,嘉实价值臻选,2021-04-27
011523.OF,前海联合产业趋势A,2021-08-17
011524.OF,前海联合产业趋势C,2021-08-17
011531.OF,朱雀恒心一年持有,2021-03-01
011542.OF,鹏华远见回报三年持有,2021-03-25
011550.OF,湘财创新成长一年持有A,2021-03-24
011551.OF,湘财创新成长一年持有C,2021-03-24
011556.OF,富国民裕沪港深精选C,2021-03-08
011565.OF,富国周期优势C,2021-03-09
011566.OF,富国美丽中国C,2021-03-09
011567.OF,富国消费升级C,2021-03-09
011568.OF,鹏华产业升级A,2021-09-02
011569.OF,鹏华产业升级C,2021-09-02
011570.OF,鹏华鑫远价值一年持有A,2021-05-14
011571.OF,鹏华鑫远价值一年持有C,2021-05-14
011574.OF,鹏华领航一年持有A,2021-06-22
011575.OF,鹏华领航一年持有C,2021-06-22
011578.OF,汇丰晋信核心成长A,2021-05-24
011579.OF,汇丰晋信核心成长C,2021-05-24
011585.OF,博时产业慧选A,2021-03-23
011586.OF,博时产业慧选C,2021-03-23
011588.OF,前海开源成份精选,2021-03-18
011598.OF,信澳医药健康,2021-04-09
011599.OF,国联安匠心科技1个月滚动持有,2021-05-18
011603.OF,兴业高端制造A,2021-03-24
011604.OF,兴业高端制造C,2021-03-24
011626.OF,嘉实匠心回报A,2021-03-30
011627.OF,嘉实匠心回报C,2021-03-30
011629.OF,银河核心优势A,2022-07-22
011635.OF,富国港股通策略精选A,2021-05-25
011636.OF,富国港股通策略精选C,2021-05-25
011637.OF,广发沪港深价值成长A,2021-06-22
011638.OF,广发沪港深价值成长C,2021-06-22
011643.OF,嘉实时代先锋三年持有A,2021-07-27
011644.OF,嘉实时代先锋三年持有C,2021-07-27
011647.OF,博时港股通红利精选A,2021-05-27
011648.OF,博时港股通红利精选C,2021-05-27
011649.OF,易方达逆向投资A,2021-04-01
011650.OF,易方达逆向投资C,2021-04-01
011663.OF,华安研究驱动A,2021-09-26
011664.OF,华安研究驱动C,2021-09-26
011665.OF,汇添富数字经济引领发展三年持有A,2021-07-20
011666.OF,汇添富数字经济引领发展三年持有C,2021-07-20
011669.OF,长信优质企业A,2021-05-28
011670.OF,长信优质企业C,2021-05-28
011673.OF,长城医药科技六个月持有A,2021-06-09
011674.OF,长城医药科技六个月持有C,2021-06-09
011681.OF,汇添富均衡精选六个月持有A,2021-09-17
011682.OF,汇添富均衡精选六个月持有C,2021-09-17
011687.OF,易方达龙头优选两年持有A,2021-11-22
011688.OF,易方达龙头优选两年持有C,2021-11-22
011690.OF,招商品质发现A,2021-08-31
011691.OF,招商品质发现C,2021-08-31
011692.OF,华安研究智选A,2021-08-10
011693.OF,华安研究智选C,2021-08-10
011694.OF,华泰紫金信息科技6个月定开A,2021-04-21
011695.OF,华泰紫金信息科技6个月定开C,2021-04-21
011704.OF,东方阿尔法产业先锋A,2021-07-21
011705.OF,东方阿尔法产业先锋C,2021-07-21
011708.OF,中欧嘉益一年持有A,2021-05-07
011709.OF,中欧嘉益一年持有C,2021-05-07
011710.OF,中欧睿泽A,2021-09-23
011711.OF,中欧睿泽C,2021-09-23
011717.OF,浦银安盛均衡优选6个月持有A,2021-05-25
011718.OF,浦银安盛均衡优选6个月持有C,2021-05-25
011724.OF,东方红启恒三年持有B,2021-04-21
011733.OF,银华瑞祥一年持有,2021-04-29
011740.OF,博时成长精选A,2021-04-20
011741.OF,博时成长精选C,2021-04-20
011748.OF,华泰柏瑞景气成长A,2021-09-15
011749.OF,华泰柏瑞景气成长C,2021-09-15
011765.OF,兴银高端制造A,2021-05-06
011766.OF,兴银高端制造C,2021-05-06
011790.OF,建信创新驱动,2021-08-10
011800.OF,申万菱信价值精选A,2021-04-27
011805.OF,嘉实优质核心两年持有A,2021-09-28
011806.OF,嘉实优质核心两年持有C,2021-09-28
011807.OF,平安研究精选A,2021-05-25
011808.OF,平安研究精选C,2021-05-25
011813.OF,融通创新动力A,2021-08-24
011814.OF,融通创新动力C,2021-08-24
011815.OF,恒越优势精选,2021-03-30
011817.OF,银华阿尔法,2021-06-02
011820.OF,兴业兴智一年持有A,2021-05-10
011821.OF,兴业兴智一年持有C,2021-05-10
011822.OF,易方达产业升级A,2021-07-23
011823.OF,易方达产业升级C,2021-07-23
011826.OF,汇添富健康生活一年持有A,2021-03-25
011827.OF,汇添富健康生活一年持有C,2021-03-25
011828.OF,平安睿享成长A,2021-08-05
011829.OF,平安睿享成长C,2021-08-05
011830.OF,富国天恒A,2022-01-24
011831.OF,富国天恒C,2022-01-24
011834.OF,大成投资严选六月持有A,2021-07-16
011835.OF,大成投资严选六月持有C,2021-07-16
011837.OF,鹏扬中国优质成长A,2021-06-08
011838.OF,鹏扬中国优质成长C,2021-06-08
011841.OF,嘉实兴锐优选一年持有A,2021-12-06
011842.OF,嘉实兴锐优选一年持有C,2021-12-06
011843.OF,民生加银内核驱动A,2021-05-07
011844.OF,民生加银内核驱动C,2021-05-07
011845.OF,博时周期优选A,2021-05-25
011846.OF,博时周期优选C,2021-05-25
011847.OF,易方达商业模式优选A,2021-08-03
011848.OF,易方达商业模式优选C,2021-08-03
011849.OF,西部利得量化价值一年持有,2022-09-06
011851.OF,天弘先进制造A,2021-04-22
011852.OF,天弘先进制造C,2021-04-22
011855.OF,银华长荣,2021-06-18
011856.OF,安信均衡成长18个月持有A,2021-04-21
011857.OF,安信均衡成长18个月持有C,2021-04-21
011858.OF,安信消费升级一年持有A,2021-06-02
011859.OF,安信消费升级一年持有C,2021-06-02
011862.OF,南方蓝筹成长A,2021-09-23
011863.OF,南方蓝筹成长C,2021-09-23
011866.OF,广发价值增长A,2021-05-27
011867.OF,广发价值增长C,2021-05-27
011868.OF,中信建投远见回报A,2021-08-10
011869.OF,中信建投远见回报C,2021-08-10
011874.OF,博时先进制造A,2021-05-19
011875.OF,博时先进制造C,2021-05-19
011876.OF,景顺长城医疗健康A,2021-08-18
011877.OF,景顺长城医疗健康C,2021-08-18
011879.OF,博时新兴消费主题C,2021-03-25
011884.OF,工银景气优选A,2021-07-23
011885.OF,工银景气优选C,2021-07-23
011886.OF,弘毅远方高端制造A,2021-06-01
011887.OF,弘毅远方高端制造C,2021-06-01
011888.OF,民生加银周期优选A,2021-06-22
011889.OF,民生加银周期优选C,2021-06-22
011891.OF,易方达先锋成长A,2021-09-23
011892.OF,易方达先锋成长C,2021-09-23
011893.OF,易方达长期价值A,2021-09-23
011894.OF,易方达长期价值C,2021-09-23
011895.OF,博时医疗保健行业C,2021-03-30
011899.OF,长安鑫瑞科技先锋6个月定开A,2021-06-03
011900.OF,长安鑫瑞科技先锋6个月定开C,2021-06-03
011901.OF,南方竞争优势A,2022-04-01
011902.OF,南方竞争优势C,2022-04-01
011903.OF,南方领航优选A,2021-11-23
011904.OF,南方领航优选C,2021-11-23
011905.OF,安信价值启航A,2021-06-29
011906.OF,安信价值启航C,2021-06-29
011908.OF,广发沪港深价值精选A,2021-05-25
011909.OF,广发沪港深价值精选C,2021-05-25
011911.OF,华夏消费优选A,2021-05-21
011912.OF,华夏消费优选C,2021-05-21
011917.OF,山西证券品质生活A,2021-05-27
011918.OF,山西证券品质生活C,2021-05-27
011921.OF,富国均衡成长三年持有A,2021-09-16
011922.OF,富国均衡成长三年持有C,2021-09-16
011924.OF,嘉实港股互联网产业核心资产A,2021-08-18
011925.OF,嘉实港股互联网产业核心资产C,2021-08-18
011930.OF,华夏时代前沿一年持有A,2021-08-24
011931.OF,华夏时代前沿一年持有C,2021-08-24
011932.OF,工银战略远见A,2021-04-26
011933.OF,工银战略远见C,2021-04-26
011936.OF,华夏阿尔法精选A,2021-08-19
011937.OF,华夏阿尔法精选C,2021-08-19
011938.OF,博时新能源汽车A,2021-06-02
011939.OF,博时新能源汽车C,2021-06-02
011956.OF,鹏华新能源精选A,2021-07-21
011957.OF,鹏华新能源精选C,2021-07-21
011969.OF,建信港股通精选A,2021-09-29
011970.OF,建信港股通精选C,2021-09-29
011977.OF,格林研究优选A,2021-08-19
011978.OF,格林研究优选C,2021-08-19
011980.OF,富兰克林国海匠心精选A,2021-11-30
011981.OF,富兰克林国海匠心精选C,2021-11-30
011994.OF,国联安核心优势,2021-08-17
012001.OF,中泰星宇价值成长A,2021-06-02
012002.OF,中泰星宇价值成长C,2021-06-02
012003.OF,招商价值成长A,2021-08-20
012004.OF,招商价值成长C,2021-08-20
012033.OF,广发睿盛A,2021-09-27
012034.OF,广发睿盛C,2021-09-27
012051.OF,申万菱信乐道三年持有,2021-06-10
012057.OF,鹏华品质成长A,2021-08-06
012058.OF,鹏华品质成长C,2021-08-06
012067.OF,嘉实蓝筹优势A,2021-08-17
012068.OF,嘉实蓝筹优势C,2021-08-17
012071.OF,中加喜利回报一年持有A,2021-09-01
012072.OF,中加喜利回报一年持有C,2021-09-01
012073.OF,华安均衡优选A,2021-10-26
012074.OF,华安均衡优选C,2021-10-26
012079.OF,信澳新能源精选,2021-05-25
012082.OF,博时数字经济A,2021-06-18
012083.OF,博时数字经济C,2021-06-18
012086.OF,博时健康生活A,2021-05-26
012087.OF,博时健康生活C,2021-05-26
012093.OF,鹏华创新升级A,2021-06-18
012094.OF,鹏华创新升级C,2021-06-18
012096.OF,鑫元鑫动力A,2021-07-13
012097.OF,鑫元鑫动力C,2021-07-13
012098.OF,华夏成长机会一年持有,2021-07-29
012102.OF,国寿安保低碳经济A,2022-06-01
012103.OF,国寿安保低碳经济C,2022-06-01
012107.OF,泓德瑞嘉三年持有A,2021-05-25
012108.OF,泓德瑞嘉三年持有C,2021-05-25
012119.OF,工银核心优势A,2021-06-24
012120.OF,工银核心优势C,2021-06-24
012123.OF,招商金安成长严选,2021-06-10
012124.OF,博道盛彦A,2021-06-01
012125.OF,博道盛彦C,2021-06-01
012130.OF,景顺长城先进智造A,2021-08-23
012131.OF,景顺长城先进智造C,2021-08-23
012132.OF,华泰保兴价值成长A,2021-11-10
012143.OF,新沃内需增长A,2021-09-09
012144.OF,新沃内需增长C,2021-09-09
012147.OF,富国大盘核心资产,2021-11-02
012148.OF,国投瑞银产业趋势A,2021-06-09
012149.OF,国投瑞银产业趋势C,2021-06-09
012150.OF,诺德价值发现一年持有,2021-06-01
012153.OF,博时研究慧选A,2021-06-08
012154.OF,博时研究慧选C,2021-06-08
012155.OF,汇添富成长先锋六个月持有A,2021-08-03
012156.OF,汇添富成长先锋六个月持有C,2021-08-03
012159.OF,财通资管健康产业A,2021-11-23
012160.OF,财通资管健康产业C,2021-11-23
012173.OF,国泰兴泽优选一年持有期A,2021-09-23
012174.OF,国泰兴泽优选一年持有期C,2021-09-23
012177.OF,华泰保兴价值成长C,2021-11-10
012178.OF,银华富饶精选三年持有,2021-05-28
012182.OF,广发沪港深精选A,2021-11-18
012183.OF,广发沪港深精选C,2021-11-18
012184.OF,大成创新趋势A,2021-05-25
012185.OF,大成创新趋势C,2021-05-25
012186.OF,招商品质成长A,2021-09-23
012187.OF,招商品质成长C,2021-09-23
012188.OF,华安优势龙头A,2021-11-16
012189.OF,华安优势龙头C,2021-11-16
012196.OF,招商品质生活A,2021-06-02
012197.OF,招商品质生活C,2021-06-02
012198.OF,国金核心资产一年持有A,2021-09-13
012199.OF,国金核心资产一年持有C,2021-09-13
012202.OF,中加消费优选A,2021-08-12
012203.OF,中加消费优选C,2021-08-12
012216.OF,红塔红土盛利A,2021-08-02
012217.OF,红塔红土盛利C,2021-08-02
012221.OF,瑞达行业轮动A,2021-06-09
012222.OF,瑞达行业轮动C,2021-06-09
012223.OF,信澳成长精选A,2021-09-10
012224.OF,信澳成长精选C,2021-09-10
012225.OF,嘉实优势精选A,2021-06-29
012226.OF,嘉实优势精选C,2021-06-29
012227.OF,景顺长城港股通全球竞争力A,2021-08-12
012228.OF,景顺长城港股通全球竞争力C,2021-08-12
012234.OF,华安聚弘精选A,2021-08-27
012235.OF,华安聚弘精选C,2021-08-27
012236.OF,中银持续增长C,2021-05-14
012241.OF,工银量化策略C,2021-05-11
012243.OF,东方红内需增长B,2021-06-01
012255.OF,富国高质量,2021-06-16
012258.OF,天弘鑫悦成长A,2021-12-28
012259.OF,天弘鑫悦成长C,2021-12-28
012260.OF,广发睿明优质企业A,2021-07-29
012261.OF,广发睿明优质企业C,2021-07-29
012262.OF,华宝可持续发展主题A,2021-12-10
012263.OF,华宝可持续发展主题C,2021-12-10
012272.OF,渤海汇金创新价值一年持有,2021-08-31
012284.OF,光大保德信健康优加A,2021-08-05
012288.OF,泰康沪港深成长A,2022-03-02
012289.OF,泰康沪港深成长C,2022-03-02
012294.OF,泰康优势精选三年持有期,2021-08-31
012297.OF,东兴宸瑞量化A,2021-06-30
012298.OF,东兴宸瑞量化C,2021-06-30
012301.OF,易方达核心智造,2021-09-28
012308.OF,国泰价值远见两年封闭运作A,2021-09-07
012309.OF,国泰价值远见两年封闭运作C,2021-09-07
012312.OF,长城兴华优选一年定开A,2021-10-11
012313.OF,长城兴华优选一年定开C,2021-10-11
012314.OF,南方行业领先,2021-08-02
012342.OF,广发瑞泽精选A,2021-11-02
012343.OF,广发瑞泽精选C,2021-11-02
012344.OF,嘉实领先优势A,2021-06-09
012345.OF,嘉实领先优势C,2021-06-09
012346.OF,易方达港股通成长A,2021-08-31
012347.OF,易方达港股通成长C,2021-08-31
012354.OF,南方新能源产业趋势A,2021-08-25
012355.OF,南方新能源产业趋势C,2021-08-25
012358.OF,汇丰晋信医疗先锋A,2021-07-12
012359.OF,汇丰晋信医疗先锋C,2021-07-12
012368.OF,大摩优享臻选六个月持有A,2021-07-23
012369.OF,大摩优享臻选六个月持有C,2021-07-23
012370.OF,银华鑫利一年持有,2021-07-23
012373.OF,富国稳健恒盛12个月持有A,2021-09-07
012374.OF,富国稳健恒盛12个月持有C,2021-09-07
012382.OF,泰达宏利新兴景气龙头A,2021-10-25
012383.OF,泰达宏利新兴景气龙头C,2021-10-25
012387.OF,国金ESG持续增长A,2021-07-20
012388.OF,国金ESG持续增长C,2021-07-20
012389.OF,信澳品质回报6个月持有,2021-08-23
012390.OF,中欧产业前瞻A,2021-06-16
012391.OF,中欧产业前瞻C,2021-06-16
012406.OF,永赢长远价值A,2021-09-13
012407.OF,永赢长远价值C,2021-09-13
012410.OF,海富通成长领航A,2021-12-07
012411.OF,海富通成长领航C,2021-12-07
012412.OF,汇泉策略优选A,2021-07-20
012420.OF,广发价值领先C,2021-05-21
012421.OF,华夏优加生活A,2021-09-23
012422.OF,华夏优加生活C,2021-09-23
012428.OF,华夏核心制造A,2021-06-22
012429.OF,华夏核心制造C,2021-06-22
012434.OF,银华多元回报一年持有,2021-07-15
012437.OF,德邦价值优选A,2021-08-12
012438.OF,德邦价值优选C,2021-08-12
012439.OF,东方红睿和三年定开C,2021-12-02
012447.OF,华夏互联网龙头A,2021-07-20
012448.OF,华夏互联网龙头C,2021-07-20
012449.OF,广发睿毅领先C,2021-06-01
012454.OF,淳厚鑫悦商业模式优选A,2021-10-22
012455.OF,淳厚鑫悦商业模式优选C,2021-10-22
012456.OF,鹏扬数字经济先锋A,2021-09-07
012457.OF,鹏扬数字经济先锋C,2021-09-07
012463.OF,博时成长优势A,2021-08-03
012464.OF,博时成长优势C,2021-08-03
012466.OF,嘉实策略精选A,2021-11-02
012467.OF,嘉实策略精选C,2021-11-02
012473.OF,大成成长回报六个月持有A,2021-08-03
012474.OF,大成成长回报六个月持有C,2021-08-03
012475.OF,平安优质企业A,2021-07-19
012476.OF,平安优质企业C,2021-07-19
012477.OF,富国匠心精选12个月持有A,2021-08-30
012478.OF,富国匠心精选12个月持有C,2021-08-30
012481.OF,泓德医疗创新一年封闭A,2023-02-22
012482.OF,泓德医疗创新一年封闭C,2023-02-22
012483.OF,前海开源优质龙头6个月持有A,2021-07-09
012484.OF,前海开源优质龙头6个月持有C,2021-07-09
012493.OF,长信内需均衡A,2021-07-01
012494.OF,长信内需均衡C,2021-07-01
012495.OF,民生加银双核动力,2022-01-11
012502.OF,银华安盛,2021-08-13
012506.OF,东方品质消费一年持有A,2021-07-08
012507.OF,东方品质消费一年持有C,2021-07-08
012510.OF,国富优质企业一年持有A,2021-08-03
012511.OF,国富优质企业一年持有C,2021-08-03
012519.OF,大成核心趋势A,2021-06-30
012520.OF,大成核心趋势C,2021-06-30
012523.OF,中融高质量成长A,2021-11-16
012524.OF,中融高质量成长C,2021-11-16
012526.OF,广发盛锦A,2021-08-30
012527.OF,广发盛锦C,2021-08-30
012528.OF,广发鑫睿一年持有A,2021-11-09
012529.OF,广发鑫睿一年持有C,2021-11-09
012530.OF,永赢惠添盈一年持有,2021-11-09
